,domain,availability
120,.et,"HTTPConnectionPool(host='www.example.et', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C82D7710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
121,.ups,"HTTPConnectionPool(host='www.example.ups', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C82D7EB8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
122,.marketing,"HTTPConnectionPool(host='www.example.marketing', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C82E36A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
123,.bg,"HTTPConnectionPool(host='www.example.bg', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C82E3E48>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
124,.toyota,"HTTPConnectionPool(host='www.example.toyota', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C82F1630>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
125,.中國,True
126,.foodnetwork,"HTTPConnectionPool(host='www.example.foodnetwork', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C829B128>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
127,.style,"HTTPConnectionPool(host='www.example.style', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8305A20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
128,.pet,"HTTPConnectionPool(host='www.example.pet', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C830E2E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
129,.jetzt,"HTTPConnectionPool(host='www.example.jetzt', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8300550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
130,.fyi,"HTTPConnectionPool(host='www.example.fyi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8327358>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
131,.cal,"HTTPConnectionPool(host='www.example.cal', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8327B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
132,.lotte,"HTTPConnectionPool(host='www.example.lotte', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83332E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
133,.ieee,"HTTPConnectionPool(host='www.example.ieee', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83336A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
134,.ac.id,"HTTPConnectionPool(host='www.example.ac.id', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8333F98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
135,.sx,"HTTPConnectionPool(host='www.example.sx', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8344780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
136,.ua,"HTTPConnectionPool(host='www.example.ua', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8344F28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
137,.panasonic,"HTTPConnectionPool(host='www.example.panasonic', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8352710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
138,.windows,"HTTPConnectionPool(host='www.example.windows', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8352EB8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
139,.sex,"HTTPConnectionPool(host='www.example.sex', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83616A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
140,.health,"HTTPConnectionPool(host='www.example.health', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8361E48>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
141,.cheap,"HTTPConnectionPool(host='www.example.cheap', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8372630>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
142,.vision,"HTTPConnectionPool(host='www.example.vision', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8372DD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
143,.cymru,"HTTPConnectionPool(host='www.example.cymru', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C837F5C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
144,.cbs,"HTTPConnectionPool(host='www.example.cbs', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C837FD68>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
145,.verisign,"HTTPConnectionPool(host='www.example.verisign', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C838D550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
146,.data,"HTTPConnectionPool(host='www.example.data', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C838DCF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
147,.wtf,"HTTPConnectionPool(host='www.example.wtf', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C839B4E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
148,.teva,"HTTPConnectionPool(host='www.example.teva', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C839BC88>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
149,.中国,True
150,.co,"HTTPConnectionPool(host='www.example.co', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C830E048>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
151,.wf,True
152,.ug,"HTTPConnectionPool(host='www.example.ug', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83AF5C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
153,.luxury,"HTTPConnectionPool(host='www.example.luxury', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83B93C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
154,.immobilien,"HTTPConnectionPool(host='www.example.immobilien', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83AF320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
155,.tatar,"HTTPConnectionPool(host='www.example.tatar', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83B9A20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
156,.viajes,"HTTPConnectionPool(host='www.example.viajes', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83B9978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
157,.vote,"HTTPConnectionPool(host='www.example.vote', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83DB208>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
158,.pf,"HTTPConnectionPool(host='www.example.pf', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83DB9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
159,.გე,True
160,.voting,"HTTPConnectionPool(host='www.example.voting', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83A9940>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
161,.gmbh,"HTTPConnectionPool(host='www.example.gmbh', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83C83C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
162,.stream,"HTTPConnectionPool(host='www.example.stream', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83DBBA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
163,.bostik,"HTTPConnectionPool(host='www.example.bostik', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83ECA20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
164,.ni,"HTTPConnectionPool(host='www.example.ni', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83A9A20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
165,.tvs,"HTTPConnectionPool(host='www.example.tvs', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8305470>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
166,.football,"HTTPConnectionPool(host='www.example.football', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8300EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
167,.pccw,"HTTPConnectionPool(host='www.example.pccw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83FF470>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
168,.kp,"HTTPConnectionPool(host='www.example.kp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C83FFBE0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
169,.today,"HTTPConnectionPool(host='www.example.today', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C84143C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
170,.virgin,"HTTPConnectionPool(host='www.example.virgin', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8414B70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
171,.northwesternmutual,"HTTPConnectionPool(host='www.example.northwesternmutual', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C841F358>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
172,.佛山,"HTTPConnectionPool(host='www.example.xn--1qqw23a', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C841FB00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
